,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
968,new-zealand,1995,27.296,0.25,7.43,35586.0,31588.0,8593.0,7507.0,5259.0,29760.0,83.63,3676000
969,new-zealand,1994,26.628,0.25,7.35,35196.0,31381.0,8664.0,7388.0,4984.0,28405.0,80.71,3622000
970,new-zealand,1993,26.153,0.26,7.34,33955.0,30345.0,8490.5,7139.0,5059.0,26110.0,76.9,3574000
971,new-zealand,1992,26.318,0.28,7.51,31804.0,28042.0,7937.2,7131.0,5051.0,23278.0,73.19,3533000
972,new-zealand,1991,24.573,0.27,7.13,33343.0,29883.0,8547.8,6701.0,4619.0,25769.0,77.28,3496000
973,new-zealand,1990,23.901,0.26,7.03,32121.0,28462.0,8356.4,6806.0,4619.0,25805.0,80.34,3406000
985,usa,2019,5036.047,0.24,15.3,4162813.0,3989566.0,12143.1,1122323.0,262301.0,776961.0,18.66,328547000
986,usa,2018,5159.307,0.26,15.79,4207817.0,4032838.0,12332.0,1114287.0,244239.0,749328.0,17.81,327023000
987,usa,2017,5005.532,0.26,15.43,4058261.0,3888461.0,11954.2,1100517.0,229837.0,723669.0,17.83,325280000
988,usa,2016,5076.983,0.27,15.76,4095487.0,3921118.0,12134.9,1087098.0,214472.0,642012.0,15.68,323127513
989,usa,2015,5179.691,0.28,16.19,4091740.0,3914299.0,12198.0,1073833.0,194110.0,572408.0,13.99,320896618
990,usa,2014,5290.056,0.29,16.65,4104839.0,3914507.0,12288.0,1075749.0,180400.0,563273.0,13.72,318563456
991,usa,2013,5271.158,0.3,16.71,4074096.0,3876461.0,12259.3,1060064.0,164107.0,543793.0,13.35,316204908
992,usa,2012,5136.008,0.29,16.39,4053916.0,3838457.0,12224.5,1063033.0,157622.0,514511.0,12.69,313998379
993,usa,2011,5354.327,0.31,17.21,4103966.0,3886426.0,12470.0,1051251.0,141292.0,531315.0,12.95,311663358
994,usa,2010,5571.872,0.33,18.05,4127471.0,3889162.0,12572.1,1039062.0,133520.0,442642.0,10.72,309348193
995,usa,2009,5324.911,0.33,17.4,3951859.0,3725262.0,12143.4,1025400.0,127958.0,431181.0,10.91,306771529
996,usa,2008,5745.799,0.34,18.94,4120525.0,3867299.0,12717.5,1010173.0,117338.0,393873.0,9.56,304093966
997,usa,2007,5934.18,0.35,19.74,4157452.0,3890938.0,12916.8,994889.0,108742.0,365686.0,8.8,301231207
998,usa,2006,5845.477,0.35,19.63,4065203.0,3817347.0,12793.6,986214.0,102816.0,399247.0,9.82,298379912
999,usa,2005,5950.701,0.37,20.16,4055766.0,3811328.0,12897.2,978019.0,99632.0,370815.0,9.14,295516599
1000,usa,2004,5940.87,0.38,20.31,3970784.0,3716179.0,12691.6,962942.0,97104.0,365946.0,9.22,292805298
1001,usa,2003,5858.757,0.39,20.2,3883370.0,3662214.0,12623.6,948448.0,97532.0,369523.0,9.52,290107933
1002,usa,2002,5790.906,0.4,20.14,3858611.0,3631809.0,12626.9,905301.0,96752.0,357123.0,9.26,287625193
1003,usa,2001,5956.92,0.42,20.91,3736777.0,3557240.0,12482.9,848254.0,95537.0,299770.0,8.02,284968955
1004,usa,2000,6004.317,0.42,21.29,3802216.0,3592467.0,12731.9,811719.0,95454.0,361383.0,9.5,282162411
1005,usa,1999,5840.84,0.43,20.95,3694907.0,3483814.0,12485.0,768962.0,79393.0,403080.0,10.91,279040168
1006,usa,1998,5829.419,0.45,21.16,3620379.0,3425180.0,12416.6,759615.0,79151.0,404079.0,11.16,275854104
1007,usa,1997,5780.277,0.47,21.24,3492246.0,3301923.0,12110.6,762524.0,79415.0,437322.0,12.52,272646925
1008,usa,1996,5508.476,0.46,20.49,3444254.0,3253831.0,12078.3,760030.0,76437.0,426595.0,12.39,269394284
1009,usa,1995,5360.879,0.47,20.18,3353545.0,3164021.0,11882.4,753614.0,78562.0,388959.0,11.6,266278393
1010,usa,1994,5308.775,0.48,20.21,3247573.0,3080939.0,11709.0,748395.0,78041.0,340378.0,10.48,263125821
1011,usa,1993,5225.107,0.49,20.1,3197236.0,3000745.0,11544.9,739375.0,77410.0,360239.0,11.27,259918588
1012,usa,1992,5106.798,0.49,19.84,3083923.0,2897248.0,11294.7,731681.0,74773.0,330619.0,10.72,256514224
1013,usa,1991,5025.971,0.5,19.71,3073836.0,2886097.0,11408.4,725437.0,76036.0,362550.0,11.79,252980941
1014,usa,1990,5067.497,0.5,20.07,3037861.0,2837117.0,11365.6,720781.0,73923.0,360887.0,11.88,249622814
1026,israel,2019,69.53,0.18,8.1,68146.0,59193.0,6539.9,18040.0,1502.0,3478.0,5.1,9051000
1027,israel,2018,67.467,0.18,7.98,64717.0,56340.0,6345.3,17104.0,1140.0,1757.0,2.72,8879000
1028,israel,2017,71.296,0.19,8.57,63488.0,55452.0,6366.5,17243.0,1038.0,1691.0,2.66,8710000
1029,israel,2016,71.033,0.2,8.67,63103.0,55015.0,6439.8,17100.0,934.0,1704.0,2.7,8543000
1030,israel,2015,71.764,0.21,8.9,60445.0,52776.0,6300.1,16788.0,813.0,1214.0,2.01,8377000
1031,israel,2014,69.507,0.21,8.75,57219.0,50637.0,6166.3,15770.0,706.0,921.0,1.61,8212000
1032,israel,2013,70.95,0.22,9.07,57677.0,50435.0,6260.5,14934.0,453.0,571.0,0.99,8056000
1033,israel,2012,79.879,0.26,10.38,59252.0,53082.0,6713.3,14419.0,266.0,484.0,0.82,7907000
1034,israel,2011,73.308,0.24,9.69,56041.0,50179.0,6463.9,13871.0,219.0,301.0,0.54,7763000
1035,israel,2010,74.295,0.26,10.0,55056.0,49474.0,6491.8,13023.0,93.0,170.0,0.31,7621000
1036,israel,2009,69.037,0.26,9.5,51462.0,45918.0,6137.1,12206.0,40.0,99.0,0.19,7482000
1037,israel,2008,69.529,0.26,9.8,53377.0,48516.0,6639.7,12018.0,16.0,32.0,0.06,7307000
1038,israel,2007,69.461,0.27,10.03,50566.0,47058.0,6557.7,11569.0,15.0,24.0,0.05,7176000
1039,israel,2006,66.84,0.27,9.89,47526.0,44307.0,6282.9,11089.0,12.0,25.0,0.05,7052000
1040,israel,2005,63.896,0.27,9.68,45688.0,42632.0,6154.5,10605.0,12.0,39.0,0.09,6927000
1041,israel,2004,65.865,0.3,10.18,44445.0,41601.0,6112.3,10268.0,11.0,39.0,0.09,6806000
1042,israel,2003,66.041,0.31,10.4,44221.0,41314.0,6178.3,10028.0,11.0,43.0,0.1,6687000
1043,israel,2002,63.88,0.31,10.24,42772.0,39995.0,6090.3,9892.0,11.0,32.0,0.07,6567000
1044,israel,2001,60.438,0.29,9.86,41315.0,38575.0,5993.7,9688.0,7.0,20.0,0.05,6436000
1045,israel,2000,59.459,0.28,9.89,40103.0,37208.0,5919.2,9138.0,7.0,31.0,0.08,6286000
1046,israel,1999,55.129,0.28,9.36,36865.0,34255.0,5600.0,8586.0,7.0,33.0,0.09,6117000
1047,israel,1998,53.677,0.28,9.31,35688.0,32485.0,5444.1,8330.0,6.0,25.0,0.07,5967000
1048,israel,1997,53.102,0.29,9.43,32994.0,29927.0,5138.6,7859.0,5.0,25.0,0.08,5824000
1049,israel,1996,51.414,0.29,9.37,30519.0,28387.0,4996.0,7741.0,5.0,24.0,0.08,5682000
1050,israel,1995,48.284,0.29,9.05,28566.0,26575.0,4795.2,6925.0,5.0,25.0,0.09,5542000
1051,israel,1994,45.199,4.83,8.75,26625.0,25246.0,4679.5,6350.0,5.0,30.0,0.11,5395000
1052,israel,1993,42.232,0.29,8.47,24446.0,23041.0,4381.3,6120.0,5.0,30.0,0.12,5259000
1053,israel,1992,38.516,0.27,8.01,23207.0,21732.0,4241.2,5840.0,5.0,29.0,0.12,5124000
1054,israel,1991,35.98,0.28,7.75,20224.0,18797.0,3800.4,4140.0,5.0,6.0,0.03,4946000
1055,israel,1990,35.328,0.29,7.85,19643.0,18193.0,3905.8,4140.0,5.0,3.0,0.02,4658000
1067,jordan,2019,27.037,0.27,2.68,19474.0,17366.0,1719.2,5245.0,1500.0,3015.0,15.48,10101697
1068,jordan,2018,26.504,0.27,2.68,19282.0,17317.0,1748.5,4863.0,1118.0,2187.0,11.34,9904000
1069,jordan,2017,27.899,0.28,2.88,19572.0,17569.0,1810.9,4523.0,633.0,1398.0,7.14,9702000
1070,jordan,2016,26.055,0.27,2.76,18533.0,16767.0,1773.1,4492.0,523.0,858.0,4.63,9456000
1071,jordan,2015,25.693,0.27,2.81,17878.0,16242.0,1773.4,4496.0,176.0,179.0,1.0,9159000
1072,jordan,2014,25.833,0.28,2.93,17173.0,15586.0,1769.3,4204.0,18.0,63.0,0.37,8809000
1073,jordan,2013,24.111,0.27,2.87,16228.0,14762.0,1754.7,3390.0,18.0,61.0,0.38,8413000
1074,jordan,2012,24.496,0.28,3.06,15603.0,14522.0,1816.9,3516.0,18.0,69.0,0.44,7993000
1075,jordan,2011,21.083,0.25,2.78,13771.0,13275.0,1752.5,3516.0,18.0,65.0,0.47,7575000
1076,jordan,2010,20.615,0.25,2.87,13894.0,12517.0,1742.8,3180.0,18.0,72.0,0.52,7182000
1077,jordan,2009,21.087,0.26,3.09,13419.0,11639.0,1706.3,2617.0,18.0,68.0,0.51,6821000
1078,jordan,2008,20.565,0.27,3.17,13011.0,11287.0,1739.2,2536.0,18.0,73.0,0.56,6490000
1079,jordan,2007,21.031,0.29,3.4,12223.0,10386.0,1677.1,2198.0,18.0,72.0,0.59,6193000
1080,jordan,2006,20.109,0.31,3.39,10455.0,9394.0,1583.2,2102.0,18.0,59.0,0.56,5934000
1081,jordan,2005,19.784,0.32,3.46,9078.0,8524.0,1491.7,1907.0,15.0,64.0,0.71,5714000
1082,jordan,2004,18.552,0.33,3.35,8432.0,8125.0,1467.6,1907.0,14.0,61.0,0.72,5536000
1083,jordan,2003,16.459,0.32,3.05,7517.0,7360.0,1363.8,1790.0,14.0,50.0,0.67,5397000
1084,jordan,2002,16.688,0.33,3.16,7647.0,6968.0,1317.9,1790.0,14.0,60.0,0.78,5287000
1085,jordan,2001,15.607,0.33,3.01,7094.0,6486.0,1249.0,1662.0,12.0,46.0,0.65,5193000
1086,jordan,2000,15.494,0.35,3.04,6935.0,6546.0,1282.8,1662.0,12.0,42.0,0.61,5103000
1087,jordan,1999,14.876,0.35,2.97,6657.0,6517.0,1299.5,1654.0,10.0,17.0,0.26,5015000
1088,jordan,1998,14.854,0.36,3.01,6341.0,6049.0,1227.5,1650.0,6.0,16.0,0.25,4928000
1089,jordan,1997,14.636,0.36,3.03,5889.0,5699.0,1179.4,1276.0,6.0,20.0,0.34,4832000
1090,jordan,1996,14.144,0.36,3.0,5697.0,5397.0,1144.4,1260.0,6.0,23.0,0.4,4716000
1091,jordan,1995,13.824,0.36,3.02,5281.0,5357.0,1171.4,1126.0,6.0,19.0,0.36,4573000
1092,jordan,1994,13.019,0.36,2.96,4772.0,4481.0,1019.3,1066.0,6.0,15.0,0.31,4396000
1093,jordan,1993,12.446,0.36,2.97,4478.0,4194.0,1001.2,1006.0,6.0,23.0,0.51,4189000
1094,jordan,1992,11.979,0.36,3.02,4159.0,3933.0,991.2,1048.0,7.0,16.0,0.38,3968000
1095,jordan,1991,10.101,0.35,2.69,3501.0,3324.0,885.7,1048.0,7.0,8.0,0.23,3753000
1096,jordan,1990,10.087,0.36,2.83,3427.0,3119.0,875.9,1048.0,7.0,19.0,0.55,3561000
1108,lebanon,2019,28.022,0.28,4.62,20035.0,18716.0,2729.8,3739.0,330.0,790.0,3.94,6856000
1109,lebanon,2018,27.889,0.26,4.58,20012.0,17735.0,2585.6,3730.0,321.0,447.0,2.23,6859000
1110,lebanon,2017,29.418,0.27,4.84,19996.0,18275.0,2680.0,3712.0,303.0,473.0,2.36,6819000
1111,lebanon,2016,27.896,0.26,4.64,18265.0,16365.0,2437.5,3677.0,318.0,421.0,2.3,6714000
1112,lebanon,2015,26.884,0.25,4.59,17551.0,15941.0,2440.1,3657.0,298.0,497.0,2.83,6533000
1113,lebanon,2014,24.974,0.24,4.46,16897.0,15154.0,2420.3,3551.0,292.0,204.0,1.21,6261000
1114,lebanon,2013,23.09,0.22,4.38,17751.0,16622.0,2811.0,3547.0,288.0,1263.0,7.12,5913000
1115,lebanon,2012,23.442,0.23,4.77,15535.0,14486.0,2615.8,3213.0,225.0,999.0,6.43,5538000
1116,lebanon,2011,20.989,0.22,4.57,15369.0,14341.0,2756.8,3264.0,276.0,798.0,5.19,5202000
1117,lebanon,2010,20.659,0.21,4.76,14817.0,14193.0,2865.6,3218.0,280.0,832.0,5.62,4953000
1118,lebanon,2009,21.584,0.24,5.16,12976.0,12342.0,2564.3,2314.0,280.0,616.0,4.75,4813000
1119,lebanon,2008,17.821,0.22,4.33,12573.0,11456.0,2404.2,2314.0,280.0,369.0,2.93,4765000
1120,lebanon,2007,14.161,0.19,3.47,11377.0,10767.0,2258.6,2314.0,280.0,579.0,5.09,4767000
1121,lebanon,2006,15.649,0.23,3.86,10948.0,10345.0,2173.3,2314.0,280.0,688.0,6.28,4760000
1122,lebanon,2005,16.597,0.25,4.16,11740.0,10608.0,2257.5,2320.0,280.0,1036.0,8.82,4699000
1123,lebanon,2004,16.684,0.26,4.32,11786.0,10441.0,2285.1,2663.0,280.0,1109.0,9.41,4569000
1124,lebanon,2003,16.47,0.27,4.45,11981.0,10931.0,2491.2,2663.0,280.0,1349.0,11.26,4388000
1125,lebanon,2002,16.459,0.28,4.67,11051.0,10422.0,2492.2,2531.0,274.0,671.0,6.07,4182000
1126,lebanon,2001,16.514,0.29,4.92,9574.0,9258.0,2319.7,2294.0,274.0,330.0,3.45,3991000
1127,lebanon,2000,15.299,0.28,4.73,9195.0,9210.0,2396.4,2293.0,273.0,445.0,4.84,3843000
1128,lebanon,1999,16.942,0.31,5.37,7711.0,7531.0,2009.3,2293.0,273.0,329.0,4.27,3748000
1129,lebanon,1998,16.433,0.3,5.28,7882.0,7586.0,2053.6,1344.0,274.0,777.0,9.86,3694000
1130,lebanon,1997,16.551,0.31,5.35,8049.0,7534.0,2059.6,1309.0,274.0,892.0,11.08,3658000
1131,lebanon,1996,15.065,0.29,4.91,6587.0,6354.0,1759.6,1262.0,267.0,790.0,11.99,3611000
1132,lebanon,1995,14.512,0.31,4.78,5183.0,4407.0,1249.2,1220.0,267.0,710.0,13.7,3528000
1133,lebanon,1994,12.526,0.28,4.21,4914.0,4185.0,1229.8,1220.0,267.0,809.0,16.46,3403000
1134,lebanon,1993,11.398,0.28,3.93,4473.0,4043.0,1245.5,1220.0,267.0,713.0,15.94,3246000
1135,lebanon,1992,7.963,0.22,2.82,3413.0,3123.0,1015.3,1220.0,267.0,545.0,15.97,3076000
1136,lebanon,1991,7.413,0.23,2.69,2789.0,2709.0,927.1,1220.0,267.0,495.0,17.75,2922000
1137,lebanon,1990,5.977,0.28,2.21,2425.0,2715.0,968.6,1220.0,267.0,297.0,12.25,2803000
1149,mauritania,2019,2.95,0.13,0.63,1822.0,1577.0,348.5,658.0,172.0,459.0,25.19,4525698
1150,mauritania,2018,2.925,0.13,0.64,1695.0,1470.0,333.9,620.0,171.0,438.0,25.86,4403312
1151,mauritania,2017,2.863,0.13,0.65,1517.0,1307.0,305.2,590.0,169.0,335.0,22.1,4282582
1152,mauritania,2016,2.584,0.12,0.6,1216.0,1138.0,273.4,511.0,119.0,291.0,23.95,4163532
1153,mauritania,2015,2.75,0.13,0.66,1136.0,1057.0,261.2,494.0,102.0,320.0,28.19,4046304
1154,mauritania,2014,2.696,0.14,0.66,983.0,914.0,252.5,290.0,72.0,223.0,22.69,3621000
1155,mauritania,2013,2.318,0.12,0.59,939.0,873.0,246.9,281.0,72.0,209.0,22.26,3537000
1156,mauritania,2012,2.576,0.14,0.67,911.0,847.0,245.3,226.0,30.0,136.0,14.93,3454000
1157,mauritania,2011,2.274,0.13,0.61,830.0,772.0,229.1,226.0,30.0,130.0,15.66,3369000
1158,mauritania,2010,2.246,0.13,0.62,632.0,588.0,178.9,226.0,30.0,116.0,18.35,3285000
1159,mauritania,2009,2.206,0.14,0.63,580.0,539.0,168.5,196.0,30.0,110.0,18.97,3202000
1160,mauritania,2008,2.288,0.14,0.67,547.0,509.0,163.1,196.0,30.0,60.0,10.97,3119000
1161,mauritania,2007,1.979,0.12,0.6,478.0,445.0,146.4,186.0,30.0,54.0,11.3,3036000
1162,mauritania,2006,1.798,0.11,0.56,453.0,421.0,142.7,186.0,30.0,51.0,11.26,2953000
1163,mauritania,2005,1.678,0.12,0.54,499.0,464.0,152.3,175.0,30.0,49.0,9.82,3047000
1164,mauritania,2004,1.649,0.13,0.54,518.0,482.0,162.5,175.0,30.0,44.0,8.49,2965000
1165,mauritania,2003,1.503,0.12,0.51,475.0,442.0,153.3,105.0,30.0,41.0,8.63,2882000
1166,mauritania,2002,1.429,0.12,0.5,501.0,466.0,166.4,103.0,30.0,34.0,6.79,2800000
1169,mauritania,1999,3.038,0.25,1.16,203.0,189.0,73.5,145.0,82.0,30.0,14.78,2568000
1170,mauritania,1998,2.924,0.25,1.15,195.0,181.0,72.7,126.0,82.0,28.0,14.36,2495000
1171,mauritania,1997,2.864,0.26,1.16,189.0,176.0,72.5,123.0,79.0,30.0,15.87,2425000
1172,mauritania,1996,2.732,0.23,1.14,175.0,163.0,69.0,123.0,79.0,28.0,16.0,2358000
1173,mauritania,1995,2.772,0.25,1.19,160.0,149.0,64.9,113.0,69.0,28.0,17.5,2292000
1174,mauritania,1994,2.656,0.26,1.17,143.0,133.0,59.7,105.0,61.0,28.0,19.58,2228000
1175,mauritania,1993,2.532,0.24,1.15,139.0,129.0,59.7,105.0,61.0,26.0,18.71,2167000
1176,mauritania,1992,2.529,0.26,1.18,139.0,129.0,61.3,105.0,61.0,26.0,18.71,2108000
1177,mauritania,1991,0.899,0.09,0.43,136.0,126.0,61.7,105.0,61.0,25.0,18.38,2050000
1178,mauritania,1990,0.716,0.08,0.35,133.0,124.0,62.0,105.0,61.0,25.0,18.8,1996000
1190,morocco,2019,72.121,0.26,1.97,37078.0,29448.0,807.4,12882.0,3267.0,6745.0,18.19,36471766
1191,morocco,2018,65.774,0.24,1.82,31668.0,28908.0,820.8,12882.0,3267.0,5687.0,17.96,35220000
1192,morocco,2017,64.86,0.25,1.81,29355.0,29186.0,837.4,12127.0,2535.0,4222.0,14.38,34852000
1193,morocco,2016,61.532,0.24,1.74,28362.0,27862.0,807.9,11606.0,2410.0,4255.0,15.0,34487000
1194,morocco,2015,61.656,0.25,1.77,27966.0,27424.0,803.6,11499.0,2308.0,4391.0,15.7,34125000
1195,morocco,2014,59.716,0.25,1.74,26105.0,26918.0,797.1,11338.0,2147.0,3550.0,13.6,33770000
1196,morocco,2013,58.494,0.25,1.73,25287.0,25772.0,772.1,10678.0,1837.0,4118.0,16.28,33378000
1197,morocco,2012,58.513,0.26,1.76,25762.0,27390.0,830.6,10064.0,1633.0,2348.0,9.11,32978000
1198,morocco,2011,56.264,0.26,1.71,23600.0,25533.0,783.7,9747.0,1631.0,2678.0,11.35,32579000
1199,morocco,2010,52.027,0.25,1.61,22409.0,23671.0,735.6,6778.0,1626.0,4092.0,18.26,32182000
1200,morocco,2009,48.936,0.25,1.53,19907.0,22243.0,699.8,6508.0,1548.0,2933.0,14.73,31786000
1201,morocco,2008,49.058,0.26,1.55,19508.0,21751.0,692.9,5588.0,1403.0,1218.0,6.24,31391000
1202,morocco,2007,46.185,0.26,1.48,19225.0,21265.0,686.0,5576.0,1391.0,1185.0,6.16,30998000
1203,morocco,2006,45.548,0.26,1.48,19140.0,19872.0,649.3,5535.0,1330.0,1171.0,6.12,30606000
1204,morocco,2005,44.443,0.28,1.46,18729.0,18315.0,606.1,5769.0,1564.0,1175.0,6.27,30215000
1205,morocco,2004,41.826,0.27,1.39,17496.0,17411.0,583.7,5549.0,1561.0,1791.0,10.24,29826000
1206,morocco,2003,38.006,0.25,1.27,16487.0,16361.0,555.8,4859.0,1335.0,1644.0,9.97,29438000
1207,morocco,2002,38.187,0.27,1.29,15162.0,14856.0,511.4,4859.0,1335.0,1036.0,6.83,29051000
1208,morocco,2001,36.935,0.27,1.27,14199.0,14351.0,500.6,4885.0,1361.0,1068.0,7.52,28666000
1209,morocco,2000,33.502,0.26,1.16,12131.0,13050.0,461.4,4130.0,1266.0,775.0,6.39,28283000
1210,morocco,1999,32.797,0.26,1.15,13113.0,13103.0,469.6,4069.0,1205.0,817.0,6.23,27900000
1211,morocco,1998,31.171,0.25,1.11,13393.0,12935.0,470.0,4069.0,1205.0,1759.0,13.13,27519000
1212,morocco,1997,30.432,0.26,1.09,13162.0,12114.0,446.4,3957.0,1093.0,2062.0,15.67,27140000
1213,morocco,1996,28.915,0.25,1.05,12364.0,11617.0,434.1,3894.0,1006.0,1937.0,15.67,26761000
1214,morocco,1995,29.258,0.28,1.08,12066.0,11404.0,432.2,3827.0,939.0,605.0,5.01,26384000
1215,morocco,1994,28.118,0.26,1.05,10349.0,10350.0,398.1,3788.0,933.0,831.0,8.03,25996000
1216,morocco,1993,25.958,0.26,0.99,9338.0,10218.0,399.9,2722.0,693.0,439.0,4.7,25549000
1217,morocco,1992,25.229,0.25,0.98,9184.0,9804.0,390.7,2620.0,693.0,954.0,10.39,25095000
1218,morocco,1991,23.549,0.23,0.93,8734.0,8877.0,360.4,2455.0,693.0,1234.0,14.13,24634000
1219,morocco,1990,22.454,0.24,0.9,9088.0,8370.0,346.3,2422.0,693.0,1184.0,13.03,24167000
1231,syria,2019,26.202,0.21,1.42,17105.0,13071.0,765.7,10067.0,1500.0,1283.0,7.5,17070132
1232,syria,2018,25.186,0.22,1.38,17145.0,12833.0,757.3,10066.0,1499.0,779.0,4.55,16945062
1233,syria,2017,26.416,0.23,1.45,17378.0,13013.0,761.2,9697.0,1498.0,779.0,4.48,17095669
1234,syria,2016,25.118,0.22,1.36,17190.0,13244.0,758.3,9690.0,1498.0,953.0,5.54,17465567
1235,syria,2015,25.884,0.25,1.38,16957.0,12905.0,717.0,9128.0,1578.0,442.0,2.61,17997411
1236,syria,2014,27.259,0.27,1.42,20100.0,15452.0,825.8,9611.0,1502.0,2350.0,11.69,18710711
1237,syria,2013,31.501,0.33,1.59,23814.0,18021.0,920.4,8214.0,858.0,3003.0,12.61,19578466
1238,syria,2012,48.615,0.44,2.38,33169.0,27534.0,1347.1,8214.0,858.0,3238.0,9.76,20438861
1239,syria,2011,58.418,0.44,2.8,39545.0,32821.0,1556.9,8214.0,858.0,3283.0,8.3,21081814
1240,syria,2010,63.672,0.48,3.03,43791.0,36335.0,1698.4,8214.0,858.0,2599.0,5.94,21393000
1241,syria,2009,62.925,0.52,3.02,40835.0,29660.0,1406.2,8330.0,908.0,1880.0,4.6,21092000
1242,syria,2008,67.245,0.56,3.31,38738.0,29930.0,1454.2,7642.0,907.0,2873.0,7.42,20581000
1243,syria,2007,65.412,0.58,3.33,36530.0,28507.0,1419.5,8530.0,1512.0,3476.0,9.52,20083000
1244,syria,2006,62.155,0.59,3.29,35277.0,27305.0,1393.4,7803.0,1512.0,3939.0,11.17,19596000
1245,syria,2005,58.783,0.54,3.21,33088.0,25656.0,1341.8,7577.0,1512.0,4315.0,13.04,19121000
1246,syria,2004,47.972,0.68,2.69,30394.0,23232.0,1255.0,7678.0,1527.0,4166.0,13.71,18512000
1247,syria,2003,45.98,0.91,2.64,27932.0,20938.0,1166.3,7678.0,1527.0,2763.0,9.89,17952000
1248,syria,2002,45.823,1.12,2.68,26487.0,19549.0,1121.1,7809.0,1527.0,2459.0,9.28,17438000
1249,syria,2001,46.005,1.4,2.74,25313.0,17785.0,1048.6,8269.0,1507.0,3409.0,13.47,16961000
1250,syria,2000,45.815,1.6,2.79,23899.0,16158.0,978.6,7466.0,1207.0,3232.0,13.52,16511000
1251,syria,1999,45.151,1.98,2.82,21583.0,14337.0,891.0,5990.0,1100.0,2693.0,12.48,16091000
1252,syria,1998,46.016,2.2,2.95,20024.0,13814.0,879.8,4710.0,1100.0,2673.0,13.35,15702000
1253,syria,1997,43.281,2.32,2.85,17195.0,11556.0,753.6,4580.0,1000.0,2574.0,14.97,15334000
1254,syria,1996,43.412,2.69,2.94,16369.0,11206.0,748.4,4530.0,1000.0,2525.0,15.43,14973000
1255,syria,1995,40.358,2.54,2.81,14508.0,9829.0,672.8,4330.0,900.0,2485.0,17.13,14610000
1256,syria,1994,38.812,2.64,2.78,10405.0,5791.0,406.6,4201.0,900.0,2526.0,24.28,14241000
1257,syria,1993,36.89,2.38,2.72,8143.0,4918.0,354.7,3735.0,900.0,2570.0,31.56,13865000
1258,syria,1992,35.852,2.2,2.72,7479.0,4259.0,315.9,3618.0,900.0,2614.0,34.95,13484000
1259,syria,1991,36.14,2.24,2.82,8231.0,5110.0,390.0,3592.0,900.0,2657.0,32.28,13102000
1260,syria,1990,33.026,1.81,2.65,8306.0,5268.0,414.1,3545.0,900.0,2701.0,32.52,12721000
1272,tunisia,2019,30.701,0.24,2.61,20537.0,16737.0,1420.5,5762.0,390.0,810.0,3.95,11783000
1273,tunisia,2018,30.093,0.24,2.58,19524.0,15838.0,1358.4,5726.0,374.0,644.0,3.3,11659000
1274,tunisia,2017,30.117,0.25,2.61,19172.0,15632.0,1355.5,5733.0,361.0,599.0,3.12,11532000
1275,tunisia,2016,29.805,0.25,2.61,18490.0,15317.0,1343.2,5525.0,351.0,628.0,3.4,11403000
1276,tunisia,2015,30.773,0.26,2.73,18351.0,15088.0,1338.3,5458.0,338.0,581.0,3.17,11274000
1277,tunisia,2014,30.295,0.26,2.72,17869.0,14938.0,1340.4,5011.0,316.0,596.0,3.34,11144000
1278,tunisia,2013,28.587,0.25,2.6,17074.0,14311.0,1299.2,4545.0,275.0,431.0,2.52,11015000
1279,tunisia,2012,28.644,0.26,2.63,16795.0,14016.0,1287.4,4216.0,175.0,310.0,1.85,10887000
1280,tunisia,2011,26.643,0.25,2.48,15338.0,13053.0,1213.0,4224.0,123.0,165.0,1.08,10761000
1281,tunisia,2010,28.044,0.26,2.64,14955.0,13100.0,1231.2,3776.0,83.0,190.0,1.27,10640000
1282,tunisia,2009,25.572,0.25,2.43,14346.0,12505.0,1188.5,3772.0,82.0,175.0,1.22,10522000
1283,tunisia,2008,25.608,0.25,2.46,13505.0,11524.0,1107.4,3656.0,83.0,69.0,0.51,10407000
1284,tunisia,2007,25.049,0.26,2.43,12921.0,11043.0,1072.4,3315.0,83.0,92.0,0.71,10298000
1285,tunisia,2006,24.223,0.27,2.38,13281.0,11519.0,1129.8,3338.0,86.0,129.0,0.97,10196000
1286,tunisia,2005,23.443,0.27,2.32,12976.0,11266.0,1115.2,3304.0,86.0,186.0,1.43,10102000
1287,tunisia,2004,22.808,0.27,2.28,12293.0,10722.0,1070.3,3064.0,85.0,196.0,1.59,10018000
1288,tunisia,2003,21.577,0.28,2.17,11676.0,10267.0,1032.9,2941.0,80.0,197.0,1.69,9940000
1289,tunisia,2002,21.801,0.29,2.21,11135.0,9818.0,995.3,2853.0,69.0,93.0,0.84,9864000
1290,tunisia,2001,22.058,0.3,2.25,10714.0,9452.0,965.9,2848.0,64.0,77.0,0.72,9786000
1291,tunisia,2000,21.195,0.3,2.19,9964.0,8848.0,912.3,2858.0,74.0,86.0,0.86,9699000
1292,tunisia,1999,20.163,0.3,2.1,9405.0,8348.0,869.2,2847.0,64.0,94.0,1.0,9604000
1293,tunisia,1998,19.193,0.3,2.02,8563.0,7581.0,798.1,2806.0,66.0,75.0,0.88,9499000
1294,tunisia,1997,18.391,0.3,1.96,8004.0,7292.0,777.1,2018.0,66.0,72.0,0.9,9384000
