CO2_TotalMt,countries,Year,CO2_Kg1k,CO2_Tons_per_capita,Generation_GWh,consumption_GWh,consumption_per_capita_kW,installed_capacity_MW,Renewable_installed_capacity_MW,Renewable_generation_GWh,Renewable_percentage,Population
82.135,32,2001,0.29,2.6,25031,20648,667,6400,280,68,0.27,30954000
83.735,32,2000,0.31,2.69,23890,19716,646.3,6398,274,53,0.22,30506000
81.046,32,1999,0.31,2.63,23282,18492,617.1,6044,274,201,0.86,29965000
77.815,32,1998,0.31,2.57,21448,16905,572.9,6044,274,213,0.99,29507000
77.663,32,1997,0.32,2.6,19739,15365,529,6040,275,74,0.37,29045000
79.214,32,1996,0.33,2.69,19124,15172,531.1,6039,275,134,0.7,28566000
80.322,32,1995,0.35,2.78,18090,14474,515.8,6007,275,191,1.06,28060000
77.736,32,1994,0.35,2.74,18703,14365,522.4,6007,275,164,0.88,27496000
80.272,32,1993,0.36,2.89,18267,14039,522,5814,275,349,1.91,26894000
80.017,32,1992,0.35,2.94,17199,14035,534.2,5369,286,197,1.15,26271000
72.117,32,1991,0.32,2.72,16319,13034,508.3,5369,286,290,1.78,25643000
68.004,32,1990,0.3,2.62,15145,12734,508.9,4657,286,134,0.88,25022000
282.341,33,2019,0.24,2.79,182988,149079,1507.4,57390,5966,17550,9.59,98900000
299.032,33,2018,0.27,3.01,177831,145004,1493.4,56231,4807,17618,9.91,97100000
260.405,33,2017,0.25,2.67,174995,142650,1498.4,45855,3847,15777,9.02,95200000
248.286,33,2016,0.24,2.59,167733,131129,1441,39583,3726,15813,9.43,91000000
240.844,33,2015,0.25,2.57,163587,135587,1523.5,36132,3712,15954,9.75,89000000
234.536,33,2014,0.25,2.55,151988,130585,1504.4,32717,3502,15693,10.33,86800000
229.932,33,2013,0.25,2.56,145547,120924,1429.4,32717,3502,15080,10.36,84600000
234.193,33,2012,0.26,2.67,142006,123304,1494.6,31452,3452,14661,10.32,82500000
220.074,33,2011,0.25,2.56,136467,121562,1510.1,29727,3452,14868,10.89,80500000
211.959,33,2010,0.25,2.52,139057,122696,1559,27677,3432,14934,10.74,78700000
210.116,33,2009,0.26,2.55,131681,117406,1526.7,25417,3298,14177,10.77,76900000
201.867,33,2008,0.26,2.49,124295,110365,1467.6,24228,3268,15777,12.69,75200000
201.704,33,2007,0.28,2.54,118787,105105,1428.1,23329,3210,16526,13.91,73600000
188.538,33,2006,0.28,2.41,109499,96587,1337.8,22670,3051,13745,12.55,72200000
177.619,33,2005,0.28,2.31,103161,89779,1269.9,21170,3001,13396,12.99,70700000
159.656,33,2004,0.26,2.12,96210,83196,1200.5,19488,2953,13366,13.89,69300000
147.307,33,2003,0.25,1.99,90470,78824,1159.2,18799,2882,13582,15.01,68000000
144.269,33,2002,0.26,1.99,84814,72802,1093.1,17063,2882,13254,15.63,66600000
140.498,33,2001,0.25,1.97,79366,68222,1044.8,17164,2815,15511,19.54,65300000
127.209,33,2000,0.24,1.82,74462,63558,993.1,17302,2946,14011,18.82,64000000
128.171,33,1999,0.26,1.87,65174,60269,962.8,17861,2810,15158,23.26,62600000
118.714,33,1998,0.25,1.76,59809,55451,904.6,17094,2805,12110,20.25,61300000
112.965,33,1997,0.25,1.71,55532,51753,861.1,16775,2805,11877,21.39,60100000
106.071,33,1996,0.25,1.63,51765,47725,811.7,16707,2805,11449,22.12,58800000
98.92,33,1995,0.24,1.55,52691,47151,818.6,12978,2715,11309,21.46,57600000
92.592,33,1994,0.24,1.48,50070,45179,802.5,12047,2715,10640,21.25,56300000
97.127,33,1993,0.26,1.59,47752,42735,774.2,11911,2715,10382,21.74,55200000
96.815,33,1992,0.27,1.61,43496,38783,724.8,12090,2715,8455,19.44,53508000
93.163,33,1991,0.27,1.59,42560,38135,727.5,11793,2715,8545,20.08,52423000
91.053,33,1990,0.27,1.59,41408,37201,724.3,11728,2745,9875,23.85,51360000
205.928,34,2019,0.5,5.1,90815,46493,1182.7,28369,2729,2510,2.76,39309789
195.706,34,2018,0.49,4.97,77650,43971,1144.1,28369,2729,1857,2.39,38433604
181.018,34,2017,0.45,4.73,82289,41311,1100.1,27090,2550,2211,2.69,37552789
181.366,34,2016,0.44,4.88,75453,38460,1050.5,32454,2550,3394,4.5,36610632
167.98,34,2015,0.47,4.65,64751,40371,1134.9,31388,2550,2578,3.98,35572269
173.539,34,2014,0.5,4.96,63906,41845,1216,25866,2550,2959,4.63,34411949
168.132,34,2013,0.49,4.96,55200,44117,1320.2,27380,2543,4755,8.61,33417000
157.149,34,2012,0.49,4.79,43476,33849,1039,17192,2513,4348,10,32578000
133.946,34,2011,0.48,4.22,50839,37316,1174.9,17192,2513,3363,6.62,31760000
125.739,34,2010,0.48,4.09,46211,34095,1101.2,14411,2513,4718,10.21,30962000
111.982,34,2009,0.46,3.75,43032,30192,1001,14624,2513,3195,7.42,30163000
90.343,34,2008,0.38,3.1,34802,19753,671.2,13319,2513,3450,9.91,29430000
78.38,34,2007,0.36,2.76,31530,20121,700.1,9738,2273,5679,18.01,28741000
85.328,34,2006,0.4,3.08,32098,25225,898.9,9690,2225,6035,18.8,28064000
89.193,34,2005,0.44,3.3,28876,20997,767,9327,1862,5940,20.57,27377000
89.907,34,2004,0.45,3.42,30382,29681,1112.7,7830,1810,488,1.61,26674000
83.679,34,2003,0.64,3.27,26662,24995,962.8,5630,700,429,1.61,25960000
93.048,34,2002,0.45,3.73,31857,29531,1184.5,5530,600,512,1.61,24931922
98.618,34,2001,0.44,4.07,30347,28131,1162.1,5840,910,612,2.02,24208178
86.709,34,2000,0.39,3.68,30017,27277,1160.8,5840,910,605,2.02,23497589
76.008,34,1999,0.4,3.32,27971,25568,1121.3,5550,910,599,2.14,22802061
92.213,34,1998,0.58,4.16,28566,26781,1211,5550,910,587,2.05,22114330
125.648,34,1997,1.06,5.84,27816,26667,1243.8,7150,910,575,2.07,21439579
105.188,34,1996,1.07,5.05,27464,26080,1254.9,7150,910,564,2.05,20783073
110.524,34,1995,1.25,5.47,27288,26180,1299.3,7150,910,564,2.07,20149342
112.659,34,1994,1.3,5.75,26348,25217,1290.6,7150,910,554,2.1,19539348
101.943,34,1993,1.23,5.36,24752,23598,1244.9,7150,910,594,2.4,18955087
75.828,34,1992,1.19,4.11,23817,22640,1230.3,7108,868,693,2.91,18402740
54.52,34,1991,1.13,3.04,19021,17821,996.2,5808,868,307,1.61,17889457
69.326,34,1990,0.52,3.97,20720,19520,1120.6,8972,780,604,2.92,17419113
413.653,35,2019,0.18,4.99,291250,259388,3119.3,86815,44753,132553,45.51,83154997
423.944,35,2018,0.18,5.18,291988,259718,3167.2,84657,42395,98292,33.66,82003882
431.379,35,2017,0.19,5.34,284331,249096,3082.5,81257,38912,87716,30.85,80810525
389.484,35,2016,0.18,4.9,262857,232124,2908.3,74640,34585,90437,34.41,79814871
366.25,35,2015,0.18,4.68,249837,217250,2759,69614,31615,82885,33.18,78741053
354.036,35,2014,0.18,4.6,239129,207055,2664.9,66065,28018,52084,21.78,77695904
332.502,35,2013,0.18,4.39,228721,197789,2579.8,61286,25615,68318,29.87,76667864
342.264,35,2012,0.2,4.59,227851,195067,2579.3,54480,22214,64149,28.15,75627384
331.166,35,2011,0.21,4.51,217940,186482,2495.6,50541,19113,57041,26.17,74724269
310.812,35,2010,0.21,4.3,201513,170517,2312.9,47072,17396,55464,27.52,73722988
300.378,35,2009,0.22,4.21,185134,155409,2141.8,44788,15578,37945,20.5,72561312
298.146,35,2008,0.21,4.23,188315,160501,2244.2,41844,14378,34230,18.18,71517100
299.035,35,2007,0.21,4.3,182005,153800,2178.9,40860,13704,36322,19.96,70586256
272.46,35,2006,0.21,3.96,168037,141564,2030.2,40590,13283,44257,26.34,69729967
244.606,35,2005,0.2,3.6,154311,129105,1874.9,38845,13052,39518,25.61,68860539
234.756,35,2004,0.21,3.5,143996,120072,1765.5,36834,12789,45899,31.88,68010221
228.314,35,2003,0.22,3.45,133960,110478,1644.3,35596,12722,35274,26.33,67187251
216.548,35,2002,0.22,3.32,123380,102601,1545.2,31847,12379,33713,27.32,66401851
206.472,35,2001,0.22,3.22,116627,97444,1485.4,28332,11805,24194,20.74,65603160
226.568,35,2000,0.23,3.58,119036,98634,1523.8,27264,11307,30945,26,64729501
204.228,35,1999,0.22,3.28,111135,91635,1370,25999,10537,34565,31.1,66889425
205.822,35,1998,0.22,3.36,106480,88687,1348.1,23306,10307,42138,39.57,65786563
204.336,35,1997,0.22,3.38,99112,82751,1280.2,21860,10102,39795,40.15,64641675
194.485,35,1996,0.23,3.27,91209,75280,1185.8,21218,9935,40330,44.22,63484661
178.535,35,1995,0.22,3.05,82868,68403,1097.3,20923,9863,35494,42.83,62337617
164.142,35,1994,0.22,2.85,75159,62800,1026.1,20829,9865,30410,40.46,61203584
165.128,35,1993,0.21,2.91,71085,60457,1006.3,20306,9682,33745,47.47,60079060
159.706,35,1992,0.22,2.86,64637,55517,941.6,18688,8379,26419,40.87,58958565
152.919,35,1991,0.22,2.79,57772,50465,872.6,17181,7114,22575,39.08,57835076
150.382,35,1990,0.22,2.79,55253,47840,843.5,16300,6764,22997,41.62,56714051
685.919,36,2019,0.67,8.28,317756,279826,3360.7,79007,11811,31083,9.78,83265000
669.673,36,2018,0.61,8.17,291551,254991,3096.1,78762,11566,16487,5.66,82359000
657.703,36,2017,0.56,8.1,289586,251544,3089.3,76455,11355,15331,5.29,81423000
640.258,36,2016,0.57,7.98,272288,236308,2937,74232,11015,16535,6.07,80460000
626.866,36,2015,0.63,7.9,264972,220738,2777.4,73913,10327,14185,5.35,79476000
633.276,36,2014,0.63,8.08,258370,217872,2776.5,72635,10027,14128,5.47,78470000
609.675,36,2013,0.63,7.87,247061,201133,2614.1,70331,10064,14833,6,76942000
589.496,36,2012,0.61,7.71,239248,195322,2568.7,68847,9917,12553,5.25,76038000
584.908,36,2011,0.56,7.75,226056,186138,2476.9,65119,8853,12176,5.39,75150000
575.307,36,2010,0.56,7.72,219468,182714,2463.9,66495,8599,9604,4.38,74157000
571.734,36,2009,0.59,7.76,208463,169832,2320.2,60755,7815,7388,3.54,73196000
550.194,36,2008,0.58,7.55,201920,162108,2243.2,55624,7755,5149,2.55,72266000
537.472,36,2007,0.57,7.46,192655,153263,2147.6,49069,7141,17950,9.32,71366000
505.208,36,2006,0.57,7.09,182042,146074,2072.1,45019,6328,18208,10,70496000
467.951,36,2005,0.56,6.64,168212,135197,1948.4,40065,5113,16010,9.52,69390000
433.222,36,2004,0.53,6.22,157437,126993,1858.1,41918,4858,10568,6.71,68345000
403.962,36,2003,0.52,5.87,145202,119987,1782.5,39630,4447,11014,7.59,67315000
382.709,36,2002,0.54,5.63,133022,109414,1650.3,36440,3039,8034,6.04,66300000
366.44,36,2001,0.55,5.46,122643,101705,1557.5,35037,2814,5060,4.13,65301000
352.771,36,2000,0.53,5.33,114283,94356,1469.3,33126,2648,3662,3.2,64219000
333.911,36,1999,0.53,5.13,102283,84623,1340,31395,2527,4941,4.83,63152000
302.747,36,1998,0.49,4.74,93406,77620,1249.9,30570,2444,6961,7.45,62103000
303.933,36,1997,0.5,4.85,87718,73358,1201.2,29447,2345,6857,7.82,61070000
290.892,36,1996,0.48,4.72,81257,69671,1160.1,27350,2242,7326,9.02,60055000
278.707,36,1995,0.49,4.6,76105,63732,1076.8,26571,1953,7202,9.46,59187000
274.243,36,1994,0.49,4.59,77471,65533,1123.5,25070,1953,7371,9.51,58331000
240.063,36,1993,0.42,4.07,71947,62051,1079.4,22688,1953,9725,13.52,57488000
241.219,36,1992,0.43,4.14,64979,59171,1044.4,19784,1953,9435,14.52,56656000
225.601,36,1991,0.41,3.93,60631,53871,964.8,18154,1953,6985,11.52,55837000
204.818,36,1990,0.42,3.64,55860,49792,913.7,17952,1953,6022,10.78,54496000
11503.857,37,2019,0.51,8.1,7224896,6875089,4875.7,2023604,757246,2005877,27.76,1410080000
11260.01,37,2018,0.53,7.96,6801933,6452119,4590.9,1912006,695488,1833722,26.96,1405410000
10921.794,37,2017,0.55,7.75,6286207,5953577,4252.2,1790785,621741,1667023,26.52,1400110000
10731.519,37,2016,0.58,7.65,5884177,5565162,3997,1660120,541046,1539611,26.17,1392320000
10722.407,37,2015,0.62,7.68,5561814,5250584,3795.8,1518609,478605,1397762,25.13,1383260000
10761.25,37,2014,0.66,7.74,5391391,5069995,3683.4,1379679,414932,1287324,23.88,1376460000
10738.429,37,2013,0.71,7.77,5170657,4845355,3560.9,1267178,359520,1106625,21.4,1360720000
10480.811,37,2012,0.75,7.62,4735544,4435149,3275.5,1154974,302104,997602,21.07,1354040000
10157.381,37,2011,0.78,7.43,4461707,4178892,3101.6,1066411,267875,792507,17.76,1347350000
9296.485,37,2010,0.78,6.84,3984020,3713682,2769.5,969742,233397,783623,19.67,1340910000
8490.532,37,2009,0.79,6.28,3527342,3290140,2465.5,878842,205114,657629,18.64,1334500000
7889.333,37,2008,0.8,5.87,3297471,3070881,2312.4,794202,174264,609146,18.47,1328020000
7673.626,37,2007,0.86,5.74,3108028,2891542,2188.4,718516,146613,488729,15.72,1321290000
7040.401,37,0.9,0.9,5.3,2716712,2523947,1920.1,626590,128768,437902,16.12,1314480000
6338.561,37,2005,0.91,4.8,2373002,2196172,1679.6,518511,114948,397670,16.76,1307560000
5602.213,37,2004,0.9,4.26,2103526,1955390,1504.3,449001,107931,353823,16.82,1299880000
4855.514,37,2003,0.86,3.72,1810261,1676829,1297.6,398067,97319,284368,15.71,1292270000
4185.967,37,2002,0.81,3.22,1584671,1459429,1136.2,364050,88200,288437,18.2,1284530000
3880.806,37,2001,0.82,3.01,1426677,1314783,1030.2,344714,84535,277869,19.48,1276270000
3705.673,37,2000,0.85,2.89,1280613,1178033,929.5,325526,80819,223246,17.43,1267430000
3478.42,37,1999,0.87,2.73,1172261,1076767,856,302072,72971,213716,18.23,1257860000
3547.656,37,1998,0.95,2.8,1103697,1017457,815.5,279656,65065,205005,18.57,1247610000
3465.454,37,1997,1,2.75,1070225,983495,795.5,256326,59730,195447,18.26,1236260000
3387.355,37,1996,1.07,2.71,1005499,920966,752.5,238118,55587,186575,18.56,1223890000
3415.471,37,1995,1.19,2.75,956307,876577,723.7,218712,52134,187870,19.65,1211210000
3100.787,37,1994,1.19,2.52,880411,818535,683,201164,48975,165740,18.83,1198500000
2919.984,37,1993,1.27,2.4,795733,738807,623.4,183549,44630,149219,18.75,1185170000
2695.416,37,1992,1.34,2.24,716040,666142,568.5,166532,40634,130202,18.18,1171710000
2561.807,37,1991,1.45,2.15,643116,597204,515.6,151173,37884,123860,19.26,1158230000
2425.646,37,1990,1.5,2.07,590346,549342,480.5,137891,36046,125140,21.2,1143330000
2563.662,38,2019,0.28,1.87,1503786,1229388,899.7,425916,128104,313341,20.84,1366417756
2526.925,38,2018,0.29,1.87,1539009,1265005,935.2,411310,117920,271111,17.62,1352642283
2401.726,38,2017,0.29,1.79,1476676,1215710,908.1,392145,105043,239489,16.22,1338676779
2291.96,38,2016,0.3,1.73,1401100,1150809,868.9,369210,89824,214582,15.32,1324517250
2249.09,38,2015,0.31,1.72,1325002,1084231,827.6,341511,73890,192221,14.51,1310152392
2232.634,38,2014,0.34,1.73,1258036,1029776,794.8,309998,67716,197978,15.74,1295600768
2076.301,38,2013,0.34,1.62,1154170,935587,730.4,280923,61640,194258,16.83,1280850000
2019.603,38,2012,0.35,1.6,1053693,846104,668.4,258346,58105,165905,15.75,1265780000
1853.826,38,2011,0.34,1.49,1006523,803241,642.4,233816,54580,173238,17.21,1250290000
1752.353,38,2010,0.34,1.42,916500,727511,589.4,204783,49164,148118,16.16,1234280000
1661.724,38,2009,0.34,1.37,866998,680088,558.5,186884,45745,142824,16.47,1217730000
1491.697,38,2008,0.33,1.25,803850,629040,523.9,174773,44314,139149,17.31,1200670000
1407.09,38,2007,0.32,1.19,775893,593320,501.5,169069,43404,140416,18.1,1183210000
1296.276,38,2006,0.32,1.12,728494,548192,470.4,155556,40500,130899,17.97,1165490000
1213.917,38,2005,0.33,1.06,675277,496732,432.8,146406,37221,114984,17.03,1147610000
1160.016,38,2004,0.34,1.03,644833,470993,417,137591,33167,96009,14.89,1129620000
1072.337,38,2003,0.34,0.97,614472,442127,397.8,133806,32310,85464,13.91,1111520000
1044.064,38,2002,0.35,0.96,576501,414964,379.5,129033,29097,72277,12.54,1093320000
1005.336,38,2001,0.35,0.94,556823,391980,364.6,124540,28131,77033,13.83,1075000000
990.088,38,2000,0.36,0.94,537652,383924,363.4,113326,26754,76754,14.28,1056580000
955.755,38,1999,0.36,0.92,504536,365536,352.1,108307,24500,82387,16.33,1038060000
892.589,38,1998,0.37,0.88,470765,360501,353.6,103467,22438,83306,17.7,1019480000
872.472,38,1997,0.38,0.87,441169,344504,344.2,100287,21890,74957,16.99,1000900000
831.365,38,1996,0.38,0.85,412682,323097,328.9,97716,21104,69169,16.76,982365000
794.645,38,1995,0.39,0.83,396074,318336,330.3,96184,20990,72400,18.28,963923000
740.952,38,1994,0.39,0.79,366118,297980,315.1,92865,20837,82100,22.42,945602000
696.656,38,1993,0.39,0.75,339347,275675,297.3,88269,20383,69872,20.59,927404000
667.044,38,1992,0.4,0.74,315973,255687,281.2,83167,19580,69275,21.92,909307000
644.414,38,1991,0.4,0.73,300311,240203,269.5,79158,19199,72086,24,891273000
598.958,38,1990,0.38,0.69,275495,219879,251.8,75712,18757,70971,25.76,873278000
133.465,39,2019,0.13,0.66,29324,24611,122.5,12293,2151,6169,21.04,200963603
130.549,39,2018,0.13,0.67,30567,25700,131.2,12284,2142,6450,21.1,195874685
112.94,39,2017,0.11,0.59,32794,27961,146.5,12284,2142,7726,23.56,190873247
111.072,39,2016,0.11,0.6,32008,26970,145,12544,2141,8124,25.38,185960244
107.844,39,2015,0.11,0.6,30808,25942,143.2,10597,2139,5713,18.54,181137454
114.816,39,2014,0.12,0.65,30612,25774,146.1,10596,2138,5340,17.44,176404931
108.87,39,2013,0.12,0.63,27460,23124,134.6,10027,2135,5316,19.36,171765819
89.007,39,2012,0.1,0.53,27304,22998,137.5,9105,2133,5640,20.66,167229000
94.669,39,2011,0.11,0.58,25723,21668,133.1,9090,2118,5841,22.71,162805000
90.193,39,2010,0.12,0.57,24889,20971,132.3,8575,2088,6327,25.42,158503000
78.373,39,2009,0.11,0.51,18830,15863,102.8,8851,2087,4497,23.88,154325000
88.853,39,2008,0.13,0.59,20143,16976,113,8476,1945,5677,28.18,150270000
82.834,39,2007,0.13,0.57,21924,18477,126.3,7967,1945,6178,28.18,146340000
90.582,39,2006,0.15,0.64,22049,17427,122.3,7447,1945,6213,28.18,142538000
100.547,39,2005,0.18,0.72,22528,17820,128.3,5905,1945,7703,34.19,138865000
102.523,39,2004,0.2,0.76,23237,18362,135.7,5905,1945,8040,34.6,135320000
106.409,39,2003,0.22,0.81,19358,15281,115.9,5905,1945,7387,38.16,131901000
95.672,39,2002,0.22,0.74,20676,16337,127,5894,1944,8165,39.49,128596000
105.667,39,2001,0.27,0.84,14844,11727,93.5,5893,1943,5863,39.5,125394000
100.021,39,2000,0.27,0.82,14144,11177,91.4,5893,1943,5699,40.29,122284000
90.253,39,1999,0.26,0.76,15432,8360,70.1,5888,1938,6088,39.45,119260000
91.689,39,1998,0.27,0.79,14730,8554,73.5,5888,1938,5717,38.81,116320000
101.336,39,1997,0.3,0.89,14697,7884,69.5,5888,1938,5537,37.67,113458000
103.022,39,1996,0.32,0.93,14367,7631,69,5888,1938,5445,37.9,110669000
88.234,39,1995,0.28,0.82,13889,7908,73.3,5881,2341,5445,39.2,107948000
80.281,39,1994,0.26,0.76,14877,7996,75.9,5881,2341,5506,37.01,105294000
86.153,39,1993,0.27,0.84,13913,8273,80.6,5881,2341,5516,39.65,102701000
88.642,39,1992,0.27,0.88,14247,8425,84.1,5881,2341,5998,42.1,100162000
80.917,39,1991,0.26,0.83,13613,8189,83.9,5959,2419,5871,43.13,97668000
74.768,39,1990,0.24,0.78,12029,8027,84.3,5958,2418,4343,36.1,95212000
19.084,40,2019,0.08,0.17,14152,9778,87.2,4557,4453,14147,99.96,112078727
18.651,40,2018,0.08,0.17,13480,8839,80.9,4554,4450,13475,99.96,109224410
17.59,40,2017,0.08,0.17,13141,8764,82.4,4469,4365,13137,99.97,106399926
15.964,40,2016,0.08,0.16,12470,8570,94,2750,2650,12466,99.97,91196000
13.467,40,2015,0.08,0.13,10388,7603,84.7,2763,2620,10384,99.96,89760000
12.807,40,2014,0.08,0.13,9472,6562,74.3,2418,2228,9469,99.97,88347000
10.301,40,2013,0.07,0.11,8661,6364,73.2,2412,2222,8653,99.91,86955000
8.919,40,2012,0.07,0.1,7557,5482,64.1,2238,2049,7546,99.85,85586000
7.953,40,2011,0.06,0.09,6317,4623,54.9,2217,2028,6282,99.45,84238000
6.822,40,2010,0.06,0.08,4990,4004,48.3,2026,1897,4960,99.42,82912000
7.237,40,2009,0.07,0.08,3980,3581,43.9,1630,1441,3562,89.51,81606000
7.184,40,2008,0.08,0.09,3765,3387,42.2,1015,812,3326,88.34,80321000
6.381,40,2007,0.08,0.08,3547,3192,40.4,851,697,3395,95.71,79056000
5.726,40,2006,0.08,0.07,3290,2963,38.5,894,697,3281,99.71,77053000
5.374,40,2005,0.08,0.07,2869,2584,34.4,894,697,2858,99.61,75100000
5.561,40,2004,0.09,0.07,2562,2308,31.5,893,697,2545,99.34,73197000
5.139,40,2003,0.1,0.07,2320,2090,29.3,800,663,2305,99.35,71342000
4.774,40,2002,0.09,0.07,2068,1863,27.7,859,663,2048,99.05,67220000
4.644,40,2001,0.09,0.07,2035,1834,28,689,479,2017,99.12,65405000
3.743,40,2000,0.08,0.06,1701,1534,24.2,640,479,1679,98.73,63500000
3.362,40,1999,0.07,0.05,1627,1463,23.7,443,398,1609,98.89,61826000
3.41,40,1998,0.08,0.05,1634,1469,24.4,423,378,1589,97.25,60179000
3.209,40,1997,0.07,0.05,1595,1434,24.5,423,378,1550,97.18,58544000
3.058,40,1996,0.07,0.05,1536,1376,24.2,420,378,1495,97.33,56898000
2.703,40,1995,0.07,0.05,1453,1300,23.5,419,377,1414,97.32,55230000
2.381,40,1994,0.07,0.04,1433,1288,24.1,419,377,1340,93.51,53531000
2.059,40,1993,0.06,0.04,1435,1297,25,409,372,1251,87.18,51812000
1.592,40,1992,0.05,0.03,1221,1097,21.9,409,372,1127,92.3,50096000
2.423,40,1991,0.07,0.05,1211,1090,22.5,409,372,1097,90.59,48420000
2.4,40,1990,0.07,0.05,1199,1079,23.1,406,372,1088,90.74,46807000
3.476,41,2019,0.04,0.04,9211,7206,83,2899,2744,9206,99.95,86791000
3.447,41,2018,0.04,0.04,10491,8609,102.4,2899,2744,10487,99.96,84068000
3.21,41,2017,0.04,0.04,9420,8583,105.4,2684,2562,9414,99.94,81399000
2.782,41,2016,0.03,0.04,9046,7430,94.3,2684,2549,9035,99.88,78789000
3.57,41,2015,0.04,0.05,8860,7198,94.4,2649,2529,8849,99.87,76245000
5.48,41,2014,0.07,0.07,8762,7936,107.6,2622,2516,8752,99.88,73767000
4.291,41,2013,0.06,0.06,8174,8289,116.2,2608,2516,8166,99.9,71359000
3.116,41,2012,0.05,0.05,7536,7684,111.3,2552,2472,7527,99.89,69021000
3.472,41,2011,0.06,0.05,7816,7128,106.8,2542,2472,7733,98.94,66755000
3.052,41,2010,0.05,0.05,7822,6674,103.4,2532,2472,7741,98.97,64564000
2.921,41,2009,0.06,0.05,7755,6589,105.5,2492,2442,7722,99.58,62449000
3.006,41,2008,0.06,0.05,7451,6036,99.9,2482,2442,7408,99.42,60411000
2.93,41,2007,0.06,0.05,7776,6068,103.8,2450,2410,7742,99.56,58454000
2.661,41,2006,0.06,0.05,7464,5678,100.4,2450,2410,7445,99.75,56578000
2.589,41,2005,0.06,0.05,7326,4828,88.1,2443,2410,7319,99.91,54786000
2.318,41,2004,0.06,0.04,7015,4609,86.8,2443,2410,7007,99.89,53069000
2.419,41,2003,0.06,0.05,6105,4577,89,2504,2469,6098,99.89,51426000
2.012,41,2002,0.06,0.04,6057,4414,88.5,2570,2535,6049,99.88,49872000
1.919,41,2001,0.06,0.04,5919,4567,94.3,2550,2515,5914,99.92,48429000
1.969,41,2000,0.06,0.04,5942,4539,96.4,2475,2440,5939,99.95,47106000
2.449,41,1999,0.06,0.05,5266,4357,94.9,2473,2440,5247,99.64,45920000
2.645,41,1998,0.07,0.06,4680,4141,92.3,2548,2515,4662,99.62,44850000
2.655,41,1997,0.07,0.06,4992,4386,100.1,2548,2515,4974,99.64,43827000
2.646,41,1996,0.06,0.06,6047,4676,109.4,2574,2515,6030,99.72,42757000
2.401,41,1995,0.06,0.06,6114,4479,107.7,2574,2515,6097,99.72,41576000
2.566,41,1994,0.06,0.06,5258,4031,100.1,3194,3131,5241,99.68,40253000
1.651,41,1993,0.04,0.04,5489,3926,101.1,3194,3131,5473,99.71,38816000
1.706,41,1992,0.03,0.05,6011,4207,112.7,3134,3071,5993,99.7,37334000
1.97,41,1991,0.03,0.05,5227,4384,122.1,2831,2772,5206,99.6,35908000
3.442,41,1990,0.05,0.1,5593,4420,127.2,2831,2772,5569,99.57,34761000
12.759,42,2019,0.09,0.21,7383,6522,112.5,1694,679,2471,33.47,58005461
12.44,42,2018,0.09,0.21,7188,6151,109.2,1693,679,2372,32.99,56313444
12.065,42,2017,0.09,0.21,6939,5801,106.1,1498,669,2438,35.14,54660345
11.564,42,2016,0.09,0.21,6907,5788,109.1,1473,665,2444,35.38,53049231
11.79,42,2015,0.1,0.22,6476,5427,105.4,1459,659,2166,33.45,51482638
10.789,42,2014,0.1,0.21,6017,4941,98.9,1189,643,2643,43.93,49960563
10.964,42,2013,0.11,0.22,5720,4640,95.7,1178,632,1783,31.17,48483132
9.999,42,2012,0.1,0.2,5420,4433,97,1179,633,1820,33.58,45688000
8.388,42,2011,0.09,0.18,4960,3856,87,1168,622,2050,41.33,44348000
7.288,42,2010,0.08,0.16,5145,4156,96.5,1158,612,2750,53.45,43060000
6.068,42,2009,0.07,0.14,4584,2963,70.8,1052,606,2614,57.02,41824000
6.259,42,2008,0.08,0.14,4256,3481,85.7,1101,622,2623,61.63,40640000
6.096,42,2007,0.08,0.15,4058,3264,82.6,1000,622,2499,61.58,39522000
6.209,42,2006,0.09,0.15,3312,2557,66.6,999,621,1422,42.93,38421000
5.968,42,2005,0.09,0.15,3430,2520,67.5,961,621,1760,51.31,37354000
5.316,42,2004,0.09,0.14,2838,2350,64.7,923,599,2333,82.21,36314000
3.968,42,2003,0.07,0.11,2627,2000,56.7,922,598,2524,96.08,35302000
3.745,42,2002,0.07,0.1,2820,2213,64.5,914,590,2693,95.5,34328000
3.287,42,2001,0.07,0.09,2718,2070,62,892,590,2576,94.78,33406000
3.105,42,2000,0.07,0.09,2439,1931,59.3,892,590,2121,86.96,32544000
2.67,42,1999,0.06,0.08,2346,1812,57.1,803,560,2143,91.35,31751000
2.854,42,1998,0.07,0.09,2407,2213,71.4,596,377,2057,85.46,31014000
3.271,42,1997,0.08,0.1,1660,1576,52,591,377,1435,86.45,30330000
3.485,42,1996,0.09,0.11,1959,1796,60.7,591,377,1731,88.36,29603000
2.958,42,1995,0.08,0.1,1808,1558,54,591,377,1524,84.29,28829000
2.161,42,1994,0.06,0.07,1676,1330,47.5,543,329,1478,88.19,27997000
2.181,42,1993,0.06,0.08,1847,1399,51.6,506,329,1681,91.01,27116000
2.077,42,1992,0.06,0.08,1790,1415,54,506,329,1634,91.28,26216000
2.239,42,1991,0.06,0.09,1873,1479,58.4,506,329,1709,91.24,25336000
2.114,42,1990,0.06,0.08,1692,1367,55.8,506,329,1534,90.66,24507000
467.899,43,2019,0.64,8.06,231849,202286,3441.7,58216,7947,11397,4.92,58775000
