CO2_TotalMt,countries,Year,CO2_Kg1k,CO2_Tons_per_capita,Generation_GWh,consumption_GWh,consumption_per_capita_kW,installed_capacity_MW,Renewable_installed_capacity_MW,Renewable_generation_GWh,Renewable_percentage,Population
8.353,53,2018,0.14,0.47,15981,13097,736.9,2943,2444,13635,85.32,17773000
7.319,53,2017,0.12,0.43,14312,12362,717.1,2941,2443,12444,86.95,17238000
4.975,53,2016,0.09,0.3,11621,11109,664.5,2871,2433,10991,94.58,16717000
4.53,53,2015,0.08,0.28,13360,11693,721.3,2505,2363,12980,97.16,16212000
4.235,53,2014,0.08,0.27,14359,10954,696.7,2508,2313,13973,97.32,15721000
3.879,53,2013,0.08,0.25,13232,11083,726.9,2082,1941,13214,99.87,15246000
3.653,53,2012,0.08,0.25,12311,10549,713.4,1971,1880,12294,99.86,14787000
2.622,53,2011,0.06,0.18,11448,8809,614.1,1971,1880,11433,99.88,14344000
2.292,53,2010,0.05,0.16,10409,7996,574.6,1960,1880,10397,99.88,13917000
2.055,53,2009,0.05,0.15,9862,7468,552.9,1953,1873,9838,99.76,13508000
1.885,53,2008,0.05,0.14,9491,7517,573.2,1942,1862,9463,99.7,13115000
1.747,53,2007,0.05,0.14,9604,8252,647.8,1914,1834,9576,99.71,12739000
2.382,53,2006,0.08,0.19,9666,8699,702.6,1914,1834,9613,99.45,12382000
2.46,53,2005,0.09,0.2,8886,8629,716.5,1795,1705,8834,99.41,12044000
2.3,53,2004,0.09,0.2,8458,8267,705,1800,1710,8414,99.48,11726000
2.233,53,2003,0.09,0.2,8261,7568,662.4,1772,1682,8213,99.42,11426000
2.072,53,2002,0.09,0.19,8107,7121,639.2,1772,1682,8060,99.42,11140000
1.975,53,2001,0.09,0.18,7900,6570,604.9,1732,1682,7853,99.41,10861000
1.957,53,2000,0.09,0.18,7757,6182,584,1732,1682,7712,99.42,10585000
1.926,53,1999,0.1,0.19,7684,5909,573.2,1685,1670,7635,99.36,10309000
2.345,53,1998,0.12,0.23,7524,6253,623.2,1685,1670,7464,99.2,10034000
2.564,53,1997,0.13,0.26,7859,6525,668.3,1685,1670,7807,99.34,9764000
1.977,53,1996,0.11,0.21,7091,5683,598.1,1685,1670,7043,99.32,9502000
2.35,53,1995,0.14,0.25,7842,6138,663.3,1685,1670,7792,99.36,9254000
2.372,53,1994,0.14,0.26,7714,5954,660.2,1681,1670,7668,99.4,9018000
2.773,53,1993,0.15,0.32,7721,5980,683.4,1681,1670,7666,99.29,8751000
3.113,53,1992,0.18,0.36,7720,5988,704.1,1700,1670,7663,99.26,8505000
3.137,53,1991,0.18,0.38,7776,5958,721.4,1700,1670,7715,99.22,8259000
3.016,53,1990,0.17,0.37,7789,6050,755,1700,1670,7731,99.26,8013000
12.061,54,2019,0.27,0.7,11311,10928,746.2,2456,1191,7461,65.96,14645473
13.025,54,2018,0.27,0.77,9133,8401,581.8,2456,1191,5201,56.95,14438812
10.844,54,2017,0.23,0.66,7310,7799,540.2,2311,1046,4091,55.97,14437000
11.514,54,2016,0.26,0.71,6825,7080,497.6,2150,885,3111,45.58,14228000
12.85,54,2015,0.29,0.81,9388,7634,544.9,2139,874,5076,54.07,14009000
12.618,54,2014,0.29,0.82,9707,7960,577.7,2108,873,5526,56.93,13778000
12.818,54,2013,0.3,0.85,9256,8080,601.6,2207,852,5115,55.26,13430000
12.593,54,2012,0.3,0.86,8929,7710,590.3,2208,853,5506,61.66,13061000
12.089,54,2011,0.34,0.84,8929,7917,635.4,2203,848,5280,59.14,12459000
10.267,54,2010,0.33,0.73,8441,7479,606.1,2193,838,5835,69.13,12340000
8.078,54,2009,0.31,0.58,7112,7155,585,2190,835,5460,76.77,12230000
8.057,54,2008,0.35,0.59,7387,7535,621.7,2187,832,5730,77.57,12120000
10.42,54,2007,0.37,0.78,7287,8995,747.1,2143,818,5329,73.13,12040000
10.597,54,2006,0.36,0.81,7577,10202,849.5,2085,760,5257,69.38,12010000
11.407,54,2005,0.38,0.88,9035,10432,881.8,2085,760,4866,53.86,11830000
10.352,54,2004,0.32,0.81,9411,9979,850.7,2159,834,5466,58.08,11730000
10.888,54,2003,0.32,0.86,8539,10280,883.2,2159,834,5305,62.13,11640000
13.308,54,2002,0.32,1.06,8263,10176,874.8,2159,834,3786,45.82,11632000
14.696,54,2001,0.32,1.19,7582,10074,863.8,2139,814,2968,39.15,11663000
14.52,54,2000,0.33,1.19,6738,10411,890.4,2174,814,3227,47.89,11693000
16.684,54,1999,0.36,1.38,6813,9676,825.3,1881,670,2920,42.86,11724000
14.812,54,1998,0.32,1.25,6304,9013,766.7,1881,670,1861,29.52,11756000
14.603,54,1997,0.32,1.25,6966,9559,811.1,2071,666,2102,30.18,11786000
15.555,54,1996,0.35,1.35,6991,8793,738.6,2071,666,2141,30.63,11905000
16.145,54,1995,0.41,1.43,7429,8490,736.8,2148,633,1814,24.42,11523000
16.461,54,1994,0.41,1.48,7171,8200,735.6,2148,633,1628,22.7,11147000
17.48,54,1993,0.48,1.6,7359,8773,814.1,2148,633,1766,24,10776000
19.065,54,1992,0.53,1.78,8188,8300,797.3,2038,633,2880,35.17,10410000
18.951,54,1991,0.48,1.81,8953,9418,933.1,2038,633,3527,39.39,10093000
17.212,54,1990,0.46,1.69,9254,9948,1016.6,2038,633,3752,40.54,9786000
3.074,55,2019,0.09,0.23,2061,1781,139.5,654,381,1311,63.61,12771246
3.047,55,2018,0.1,0.23,1494,1207,97.2,624,381,762,50.99,12414292
2.904,55,2017,0.1,0.23,1774,1511,125.2,654,381,1233,69.51,12067516
3.021,55,2016,0.11,0.24,1617,1460,124.4,607,381,1105,68.35,11738434
2.702,55,2015,0.11,0.22,1140,1028,89.9,609,381,902,79.15,11432096
2.375,55,2014,0.1,0.2,696,647,53.7,284,131,427,61.35,12044000
2.286,55,2013,0.1,0.2,644,599,51,394,131,482,74.84,11745000
2.575,55,2012,0.12,0.23,707,657,57.4,268,129,487,68.88,11451000
2.716,55,2011,0.13,0.25,850,790,70.8,258,129,414,48.7,11162000
2.721,55,2010,0.14,0.25,920,856,78.7,330,126,483,52.49,10876000
2.372,55,2009,0.13,0.22,963,895,84.5,318,123,518,53.79,10593000
2.296,55,2008,0.12,0.22,967,899,87.2,314,123,524,54.19,10315000
2.109,55,2007,0.12,0.21,942,876,87.2,339,123,533,56.58,10047000
2.05,55,2006,0.12,0.21,843,784,80,331,123,456,54.09,9799000
1.982,55,2005,0.12,0.2,881,819,85.6,337,129,489,55.51,9576000
2.09,55,2004,0.13,0.22,942,876,93.4,337,129,549,58.28,9380000
2.03,55,2003,0.13,0.22,865,804,87.4,347,139,396,45.78,9205000
1.909,55,2002,0.12,0.21,984,915,101.2,347,139,589,59.86,9046000
1.833,55,2001,0.13,0.2,933,868,97.6,347,139,546,58.52,8895000
1.73,55,2000,0.12,0.2,743,691,79,347,139,406,54.64,8746000
1.225,55,1999,0.09,0.14,725,674,78.4,195,52,391,53.93,8601000
1.176,55,1998,0.09,0.14,643,598,70.7,186,43,307,47.74,8457000
1.142,55,1997,0.09,0.14,620,577,69.5,186,43,285,45.97,8296000
1.085,55,1996,0.09,0.13,527,490,60.5,186,43,195,37,8095000
1.064,55,1995,0.09,0.14,522,485,61.9,186,43,191,36.59,7837000
1.04,55,1994,0.09,0.14,509,473,63,186,43,182,35.76,7514000
1.015,55,1993,0.1,0.14,507,472,66.1,186,43,180,35.5,7136000
0.983,55,1992,0.1,0.15,502,467,69.3,186,43,178,35.46,6734000
1.061,55,1991,0.11,0.17,500,465,73.2,186,43,176,35.2,6352000
1.129,55,1990,0.12,0.19,495,460,76.5,186,43,173,34.95,6020000
1.184,56,2019,0.04,0.09,1060,1007,79.8,151,32,509,48.03,12626938
1.141,56,2018,0.04,0.09,881,831,67.6,134,32,387,43.91,12301969
1.091,56,2017,0.05,0.09,824,853,71.2,232,128,421,51.08,11980960
1.069,56,2016,0.05,0.09,730,755,64.7,219,120,364,49.89,11668829
0.976,56,2015,0.05,0.08,582,626,55.1,197,115,305,52.38,11369066
0.857,56,2014,0.04,0.08,475,529,47.7,133,81,212,44.61,11083629
0.843,56,2013,0.05,0.08,377,440,40.7,119,66,150,39.74,10811538
0.787,56,2012,0.04,0.07,335,400,38.1,119,66,138,41.14,10500000
0.721,56,2011,0.04,0.07,317,370,36.3,95,52,132,41.65,10200000
0.683,56,2010,0.05,0.07,275,333,33.3,86,43,112,40.83,10000000
0.643,56,2009,0.05,0.06,240,282,29.1,66,32,100,41.72,9700000
0.632,56,2008,0.05,0.07,184,253,26.7,58,27,69,37.57,9500000
0.613,56,2007,0.05,0.06,159,230,25,58,27,43,27.14,9200000
0.615,56,2006,0.06,0.07,161,212,23.5,58,27,39,24.22,9000000
0.609,56,2005,0.06,0.07,113,193,21.9,53,27,66,58.41,8800000
0.621,56,2004,0.07,0.07,92,200,23.2,52,36,84,91.3,8600000
0.62,56,2003,0.07,0.07,120,230,27.7,44,36,117,97.5,8300000
0.613,56,2002,0.07,0.07,100,221,27.3,44,36,98,98.31,8100000
0.61,56,2001,0.08,0.07,91,206,26.1,44,36,89,97.53,7900000
0.596,56,2000,0.09,0.07,114,200,26,44,36,111,97.37,7700000
0.673,56,1999,0.11,0.09,131,181,24.1,43,35,127,96.95,7500000
0.644,56,1998,0.11,0.09,164,222,32.7,43,35,160,97.56,6769000
0.62,56,1997,0.11,0.1,164,170,27.3,39,35,160,97.56,6203000
0.591,56,1996,0.12,0.1,144,151,25.5,39,35,140,97.22,5925000
0.576,56,1995,0.13,0.1,162,160,26.7,39,35,158,97.53,5992000
0.551,56,1994,0.17,0.09,160,160,25.2,34,30,156,97.5,6346000
0.553,56,1993,0.09,0.09,157,155,22.6,34,30,153,97.45,6847000
0.612,56,1992,0.09,0.09,174,171,23.4,34,30,170,97.7,7295000
0.687,56,1991,0.1,0.1,167,172,23.6,34,30,163,97.6,7290000
0.566,56,1990,0.08,0.08,169,166,23.5,34,30,165,97.63,7073000
0.325,57,2019,0.04,0.03,357,441,38.2,69,66,234,65.54,11530577
0.312,57,2018,0.04,0.03,269,351,31.4,83,66,164,60.92,11175379
0.286,57,2017,0.03,0.03,279,359,33.2,83,66,200,71.68,10827010
0.512,57,2016,0.06,0.05,184,271,25.8,68,59,155,84.24,10530000
0.428,57,2015,0.05,0.04,180,263,25.8,69,58,147,81.67,10204000
0.28,57,2014,0.03,0.03,187,265,26.7,69,58,150,80.21,9907000
0.345,57,2013,0.04,0.04,174,265,27.5,67,58,148,85.06,9618000
0.291,57,2012,0.04,0.03,150,239,25.6,61,56,147,98,9329000
0.303,57,2011,0.04,0.03,147,236,26.1,61,56,135,91.84,9048000
0.258,57,2010,0.04,0.03,149,233,26.6,63,56,147,98.66,8776000
0.235,57,2009,0.03,0.03,122,205,24.2,57,55,120,98.36,8504000
0.242,57,2008,0.04,0.03,113,181,22,37,36,111,98.23,8232000
0.395,57,2007,0.06,0.05,118,187,23.4,37,36,116,98.31,7969000
0.246,57,2006,0.04,0.03,94,162,21,37,36,92,97.87,7737000
0.202,57,2005,0.03,0.03,97,161,21.5,37,36,95,97.94,7512000
0.249,57,2004,0.04,0.03,92,149,19.9,41,36,90,97.83,7478000
0.203,57,2003,0.04,0.03,102,147,20.2,46,36,100,98.04,7260000
0.245,57,2002,0.04,0.04,128,154,21.7,48,36,126,98.44,7091000
0.271,57,2001,0.05,0.04,116,143,20.8,46,34,114,98.28,6884000
0.339,57,2000,0.06,0.05,100,123,18.4,59,47,98,98,6684000
0.366,57,1999,0.07,0.06,99,127,19.6,54,43,97,97.98,6489000
0.352,57,1998,0.07,0.06,111,132,21,54,43,109,98.2,6300000
0.335,57,1997,0.07,0.05,121,148,23.8,54,43,120,99.17,6190000
0.321,57,1996,0.06,0.05,118,145,23.8,54,43,117,99.15,6090000
0.303,57,1995,0.05,0.05,119,140,23.4,54,43,117,98.32,5980000
0.306,57,1994,0.05,0.05,116,151,25.7,43,32,114,98.28,5870000
0.292,57,1993,0.05,0.05,110,137,23.8,43,32,108,98.18,5770000
0.263,57,1992,0.04,0.05,106,122,21,43,32,104,98.11,5780000
0.319,57,1991,0.05,0.06,112,127,22.6,43,32,110,98.21,5620000
0.235,57,1990,0.04,0.04,109,117,21.5,43,32,107,98.17,5460000
3.089,58,2019,0.18,0.38,545,1180,146,195,38,93,17.06,8084000
3.061,58,2018,0.19,0.38,372,1251,158.5,195,38,7,1.87,7889000
2.713,58,2017,0.18,0.35,663,1338,173.9,196,38,104,15.68,7698000
2.632,58,2016,0.18,0.35,433,978,130.3,196,38,206,47.52,7510000
2.468,58,2015,0.18,0.33,373,773,105.6,197,37,58,15.65,7323000
2.406,58,2014,0.18,0.33,203,1288,180.4,196,36,120,59.15,7138000
2.357,58,2013,0.19,0.33,95,571,82.1,196,36,40,41.61,6955000
2.223,58,2012,0.19,0.32,110,977,144.2,196,36,94,85.43,6774000
2.328,58,2011,0.21,0.35,127,888,134.6,165,35,111,87.38,6596000
2.538,58,2010,0.24,0.39,173,791,123.2,155,35,96,55.54,6422000
2.725,58,2009,0.28,0.43,142,766,122.5,155,35,113,79.58,6251000
1.605,58,2008,0.17,0.26,120,635,104.4,155,35,92,76.54,6083000
1.228,58,2007,0.14,0.2,189,599,101.2,155,35,101,53.21,5920000
1.237,58,2006,0.14,0.21,212,616,106.9,135,35,93,43.81,5763000
1.328,58,2005,0.15,0.23,183,608,108.3,53,35,75,40.95,5612000
1.393,58,2004,0.15,0.25,181,582,106.4,53,35,82,45.27,5468000
1.452,58,2003,0.16,0.27,174,430,80.7,48,30,123,70.69,5331000
1.213,58,2002,0.14,0.23,148,570,109.7,48,30,86,58.11,5197000
1.142,58,2001,0.14,0.22,120,476,94,92,67,50,41.67,5063000
1.267,58,2000,0.15,0.25,170,512,104,92,67,99,58.24,4924000
1.369,58,1999,0.16,0.28,282,663,138.7,92,67,203,71.99,4780000
1.06,58,1998,0.13,0.23,284,680,146.8,97,67,172,60.56,4632000
0.863,58,1997,0.1,0.19,190,509,113.5,97,67,93,48.95,4486000
1.143,58,1996,0.16,0.26,283,601,138.2,97,67,190,67.14,4349000
0.75,58,1995,0.11,0.18,344,622,147.2,97,67,255,74.13,4226000
0.759,58,1994,0.12,0.18,242,518,125.7,97,67,148,61.16,4121000
0.422,58,1993,0.08,0.1,315,595,147.7,97,67,230,73.02,4029000
0.545,58,1992,0.08,0.14,212,469,118.9,97,67,128,60.38,3946000
0.709,58,1991,0.11,0.18,279,453,117.3,97,67,193,69.18,3863000
0.766,58,1990,0.11,0.2,150,403,106.8,97,67,95,63.33,3774000
6.347,59,2019,0.31,1.15,3710,2066,452.2,651,260,1071,28.87,4568000
6.479,59,2018,0.31,1.2,3108,1726,387.3,624,233,1228,39.5,4456000
5.56,59,2017,0.26,1.06,2847,1523,350.4,610,219,1192,41.86,4347000
5.647,59,2016,0.25,1.1,2833,1470,346.5,595,204,1117,39.44,4241000
5.778,59,2015,0.23,1.16,2659,1405,339.5,586,195,1088,40.92,4138000
5.325,59,2014,0.2,1.09,1683,852,211.1,580,210,942,55.99,4037000
5.484,59,2013,0.22,1.15,1655,878,222.9,519,209,961,58.08,3939000
4.51,59,2012,0.18,0.97,1647,915,238.2,419,209,977,59.31,3843000
4.884,59,2011,0.22,1.08,1255,611,163,268,119,783,62.4,3749000
5.326,59,2010,0.24,1.21,760,575,157.2,238,119,426,56.07,3657000
4.948,59,2009,0.25,1.16,523,584,163.8,238,119,327,62.47,3568000
4.461,59,2008,0.25,1.08,484,566,162.6,238,119,371,76.65,3481000
4.292,59,2007,0.25,1.08,400,479,141,211,92,332,83.07,3396000
4.849,59,2006,0.27,1.26,444,462,139.5,211,92,368,82.86,3313000
4.359,59,2005,0.26,1.17,424,416,128.8,211,92,351,82.72,3233000
3.646,59,2004,0.23,1.01,390,363,115.1,211,92,327,83.85,3154000
3.592,59,2003,0.24,1.03,393,385,125,211,92,339,86.35,3077000
2.887,59,2002,0.19,0.85,392,414,137.9,121,92,392,100,3002000
4.428,59,2001,0.31,1.34,331,287,98,121,92,331,100,2929000
4.542,59,2000,0.33,1.41,293,294,102.9,121,92,292,99.68,2857000
4.199,59,1999,0.33,1.34,252,361,129.5,121,92,250,99.21,2787000
4.055,59,1998,0.31,1.33,341,324,119.2,121,92,339,99.41,2719000
3.411,59,1997,0.27,1.15,448,447,168.5,118,89,446,99.55,2653000
3.311,59,1996,0.26,1.15,453,449,173.5,118,89,451,99.56,2588000
2.752,59,1995,0.23,0.98,350,355,140.6,118,89,348,99.43,2525000
2.165,59,1994,0.18,0.8,322,351,142.5,118,89,319,99.07,2464000
2.364,59,1993,0.19,0.89,358,355,147.7,118,89,355,99.16,2404000
2.393,59,1992,0.19,0.93,424,440,187.6,118,89,421,99.29,2345000
2.452,59,1991,0.2,0.98,477,462,201.9,118,89,474,99.37,2288000
2.403,59,1990,0.2,0.98,488,405,182.4,118,89,485,99.39,2220000
0.402,60,2019,0.09,0.08,151,140,29.6,38,19,150,99.38,4745179
0.419,60,2018,0.1,0.09,151,140,30.1,38,19,150,99.34,4666375
0.4,60,2017,0.1,0.09,151,141,30.6,38,19,150,99.34,4596023
0.402,60,2016,0.1,0.09,170,158,34.9,38,19,169,99.41,4537683
0.395,60,2015,0.1,0.09,169,158,35.1,38,19,168,99.41,4493171
0.384,60,2014,0.1,0.08,169,158,35.3,44,25,168,99.41,4464171
0.387,60,2013,0.11,0.09,138,129,28.9,44,25,137,99.28,4447945
0.391,60,2012,0.07,0.09,174,162,36.6,44,25,149,85.67,4436411
0.376,60,2011,0.07,0.08,171,159,36.1,44,25,146,85.41,4418639
0.381,60,2010,0.07,0.09,159,148,33.7,44,25,134,84.29,4386765
0.372,60,2009,0.07,0.08,159,148,34.1,44,25,135,84.91,4337623
0.375,60,2008,0.08,0.09,160,149,34.8,44,25,136,85,4273368
0.367,60,2007,0.08,0.09,160,149,35.5,38,19,136,85,4198004
0.365,60,2006,0.08,0.09,166,154,37.5,38,19,139,83.73,4118075
0.348,60,2005,0.08,0.08,159,148,36.6,38,19,133,83.65,4038380
0.345,60,2004,0.08,0.09,149,139,35.6,40,19,124,83.22,3894000
0.348,60,2003,0.09,0.09,107,100,26,40,19,83,77.57,3830000
0.358,60,2002,0.09,0.09,106,99,26.2,40,19,82,77.36,3767000
0.359,60,2001,0.09,0.09,106,99,26.6,40,19,82,77.36,3704000
0.342,60,2000,0.09,0.09,105,98,26.8,40,19,83,79.05,3638000
0.284,60,1999,0.07,0.08,103,96,26.8,40,19,81,78.64,3570000
0.273,60,1998,0.07,0.08,102,95,27.1,43,22,81,79.41,3498000
0.269,60,1997,0.08,0.08,104,97,28.2,43,22,83,79.81,3425000
0.257,60,1996,0.08,0.07,102,95,28.3,43,22,81,79.41,3350000
0.241,60,1995,0.07,0.07,100,93,28.4,43,22,80,80,3276000
0.234,60,1994,0.07,0.07,99,92,28.8,43,22,79,79.8,3201000
0.221,60,1993,0.07,0.07,95,88,28.3,43,22,77,81.05,3125000
0.203,60,1992,0.06,0.07,94,87,28.7,43,22,77,81.91,3051000
0.239,60,1991,0.07,0.08,92,86,28.7,43,22,75,81.52,2980000
0.189,60,1990,0.06,0.06,93,86,29.7,43,22,76,81.72,2913000
2.95,28,2019,0.13,0.63,1822,1577,348.5,658,172,459,25.19,4525698
2.925,28,2018,0.13,0.64,1695,1470,333.9,620,171,438,25.86,4403312
2.863,28,2017,0.13,0.65,1517,1307,305.2,590,169,335,22.1,4282582
2.584,28,2016,0.12,0.6,1216,1138,273.4,511,119,291,23.95,4163532
2.75,28,2015,0.13,0.66,1136,1057,261.2,494,102,320,28.19,4046304
2.696,28,2014,0.14,0.66,983,914,252.5,290,72,223,22.69,3621000
2.318,28,2013,0.12,0.59,939,873,246.9,281,72,209,22.26,3537000
2.576,28,2012,0.14,0.67,911,847,245.3,226,30,136,14.93,3454000
2.274,28,2011,0.13,0.61,830,772,229.1,226,30,130,15.66,3369000
2.246,28,2010,0.13,0.62,632,588,178.9,226,30,116,18.35,3285000
2.206,28,2009,0.14,0.63,580,539,168.5,196,30,110,18.97,3202000
2.288,28,2008,0.14,0.67,547,509,163.1,196,30,60,10.97,3119000
1.979,28,2007,0.12,0.6,478,445,146.4,186,30,54,11.3,3036000
1.798,28,2006,0.11,0.56,453,421,142.7,186,30,51,11.26,2953000
1.678,28,2005,0.12,0.54,499,464,152.3,175,30,49,9.82,3047000
1.649,28,2004,0.13,0.54,518,482,162.5,175,30,44,8.49,2965000
1.503,28,2003,0.12,0.51,475,442,153.3,105,30,41,8.63,2882000
1.429,28,2002,0.12,0.5,501,466,166.4,103,30,34,6.79,2800000
3.038,28,1999,0.25,1.16,203,189,73.5,145,82,30,14.78,2568000
2.924,28,1998,0.25,1.15,195,181,72.7,126,82,28,14.36,2495000
2.864,28,1997,0.26,1.16,189,176,72.5,123,79,30,15.87,2425000
2.732,28,1996,0.23,1.14,175,163,69,123,79,28,16,2358000
2.772,28,1995,0.25,1.19,160,149,64.9,113,69,28,17.5,2292000
2.656,28,1994,0.26,1.17,143,133,59.7,105,61,28,19.58,2228000
2.532,28,1993,0.24,1.15,139,129,59.7,105,61,26,18.71,2167000
2.529,28,1992,0.26,1.18,139,129,61.3,105,61,26,18.71,2108000
0.899,28,1991,0.09,0.43,136,126,61.7,105,61,25,18.38,2050000
0.716,28,1990,0.08,0.35,133,124,62,105,61,25,18.8,1996000
6.238,61,2019,0.19,2.96,3013,3135,1443,750,332,1753,58.18,2172578
6.347,61,2018,0.2,3.07,2169,2226,1050.5,750,332,905,41.72,2119275
6.513,61,2017,0.21,3.22,2188,2213,1071.6,692,332,933,42.64,2064812
6.623,61,2016,0.21,3.35,2246,2106,1048.7,684,332,956,42.57,2007882
6.447,61,2015,0.21,3.34,2046,1907,979.2,672,332,921,45.01,1947690
6.274,61,2014,0.22,3.34,1918,1854,984.4,669,331,798,41.6,1883801
6.085,61,2013,0.22,3.35,2023,1753,964.6,674,331,939,46.42,1817070
5.897,61,2012,0.22,3.36,2081,1656,946.7,464,171,912,43.82,1749677
5.826,61,2011,0.23,3.43,1962,1558,925.1,444,171,842,42.9,1684629
5.961,61,2010,0.25,3.63,1865,1488,916.1,444,171,907,48.64,1624146
5.449,61,2009,0.25,3.43,1801,1439,917.2,443,170,944,52.42,1568925
5.527,61,2008,0.25,3.6,1778,1444,950.9,366,170,893,50.22,1518538
5.179,61,2007,0.23,3.48,1680,1374,933.1,415,170,800,47.62,1472565
5.711,61,2006,0.27,3.95,1609,1299,908.3,415,170,943,58.61,1430144
6.395,61,2005,0.29,4.56,1513,1217,875.2,415,170,811,53.6,1390550
6.628,61,2004,0.31,4.86,1484,1212,911.4,414,170,891,60.03,1330000
7.345,61,2003,0.35,5.53,1465,1197,922.1,414,170,898,61.3,1298000
6.475,61,2002,0.31,5,1429,1168,922.3,411,171,921,64.47,1266000
6.744,61,2001,0.32,5.34,1345,1099,889.9,406,171,876,65.13,1235000
6.606,61,2000,0.32,5.37,1277,1043,865.3,403,168,802,62.82,1205000
6.591,61,1999,0.32,5.49,1291,1046,889.5,398,168,830,64.29,1176000
6.923,61,1998,0.3,5.91,1275,1007,877.9,391,168,811,63.61,1147000
6.049,61,1997,0.27,5.3,1241,963,860.6,388,168,808,65.11,1119000
6.332,61,1996,0.3,5.68,1185,916,838.8,376,168,769,64.89,1092000
5.67,61,1995,0.28,5.22,1181,879,825.4,368,168,792,67.06,1065000
5.046,61,1994,0.26,4.77,1071,815,784.4,316,166,748,69.84,1039000
5.083,61,1993,0.28,4.93,1067,961,947.7,310,166,711,66.64,1014000
4.972,61,1992,0.28,4.95,1027,922,931.3,310,166,716,69.72,990000
4.934,61,1991,0.27,5.04,1001,901,938.5,310,166,708,70.73,960000
6.172,61,1990,0.36,6.48,985,880,946.2,310,166,701,71.17,930000
4.305,62,2019,0.17,3.17,1186,1003,739.7,348,126,120,10.12,1355982
4.658,62,2018,0.17,3.55,1539,1369,1045.8,349,127,580,37.7,1308966
4.633,62,2017,0.16,3.65,1409,1253,993.1,348,126,434,30.77,1262008
4.731,62,2016,0.16,3.87,1731,1539,1266.4,348,126,565,32.66,1215181
5.468,62,2015,0.17,4.65,1763,1573,1338.4,348,126,561,31.85,1175000
6.058,62,2014,0.17,5.36,1611,1431,1267.8,348,126,379,23.52,1129000
6.743,62,2013,0.19,6.22,1403,1257,1159.1,348,126,251,17.9,1084000
7.075,62,2012,0.19,6.81,899,796,765.9,348,126,80,8.9,1039000
7.82,62,2011,0.22,7.86,650,572,575.7,81,7,28,4.31,994000
7.444,62,2010,0.23,7.83,576,505,531,81,7,28,4.86,951000
7.256,62,2009,0.2,7.98,514,450,495.6,61,7,52,10.11,909000
7.491,62,2008,0.21,8.63,457,401,462.1,61,7,52,11.38,868000
5.339,62,2007,0.18,6.44,391,345,416.1,61,7,77,19.7,829000
6.581,62,2006,0.25,8.31,329,291,367.3,33,3,77,23.41,792000
6.114,62,2005,0.25,8.07,270,241,318,33,3,77,28.55,757000
5.05,62,2004,0.24,6.97,163,151,208.3,33,3,7,4.29,725000
4.337,62,2003,0.29,6.24,120,110,158,33,3,7,5.84,695000
3.912,62,2002,0.3,5.87,107,98,146.4,33,3,5,4.69,666000
4.025,62,2001,0.36,6.29,53,44,68.4,32,2,2,3.79,640000
2.684,62,2000,0.4,4.37,83,78,126.8,32,2,2,2.41,614000
2.453,62,1999,0.43,4.16,21,20,33.1,6,2,3,14.29,590000
2.264,62,1998,0.5,4,21,20,34.4,5,1,3,14.29,567000
1.874,62,1997,0.51,3.44,20,19,34.1,5,1,3,15,545000
1.386,62,1996,0.94,2.65,19,18,33.7,5,1,2,10.53,524000
1.295,62,1995,1.46,2.56,19,18,35,5,1,2,10.53,505000
1.222,62,1994,1.62,2.51,18,17,34.4,5,1,2,11.11,487000
0.093,62,1993,0.14,0.2,18,17,35.5,5,1,2,11.11,471000
0.095,62,1992,0.16,0.21,18,17,36.8,5,1,2,11.11,455000
0.107,62,1991,0.25,0.24,17,16,35.9,5,1,2,11.76,441000
0.088,62,1990,0.2,0.21,17,16,37,5,1,2,11.76,427000
4,63,2019,0.14,3.15,3087,2905,2294.8,988,252,704,22.81,1265711
4.167,63,2018,0.15,3.29,2982,2799,2211.2,973,236,648,21.72,1266000
4.208,63,2017,0.16,3.33,2970,2783,2200.1,934,198,623,20.98,1265000
4.066,63,2016,0.16,3.22,2898,2726,2156.9,945,196,663,22.88,1264000
3.995,63,2015,0.16,3.17,2857,2680,2122,889,178,680,23.8,1263000
3.995,63,2014,0.16,3.18,2796,2614,2072.6,869,167,595,21.28,1261000
3.858,63,2013,0.16,3.07,2749,2565,2037.7,865,151,594,21.6,1259000
3.759,63,2012,0.17,3,2663,2472,1968.1,866,148,578,21.71,1256000
3.663,63,2011,0.17,2.93,2599,2405,1921.1,828,151,551,21.2,1252000
3.682,63,2010,0.18,2.95,2566,2372,1897.5,846,165,653,25.45,1250000
3.444,63,2009,0.17,2.77,2458,2260,1812.7,844,164,608,24.73,1247000
3.494,63,2008,0.18,2.82,2438,2222,1786.3,795,129,593,24.34,1244000
3.42,63,2007,0.19,2.77,2321,2108,1700.1,833,139,523,22.55,1240000
3.328,63,2006,0.19,2.71,2214,2015,1632.9,782,130,496,22.41,1234000
2.984,63,2005,0.18,2.44,2145,1941,1580.7,829,200,543,25.33,1228000
2.79,63,2004,0.17,2.3,2050,1856,1520,714,118,571,27.87,1221000
2.767,63,2003,0.18,2.29,1971,1784,1470.7,710,118,547,27.75,1213000
2.643,63,2002,0.18,2.2,1841,1666,1382.8,718,120,515,27.97,1205000
2.587,63,2001,0.18,2.17,1801,1629,1361.8,719,117,520,28.88,1196000
2.448,63,2000,0.17,2.07,1681,1521,1281.6,709,107,505,30.04,1187000
